CUST_NUM,CUST_STAT,CUST_BAL,INV_NO,INV_AMT,CRID,SSN,phone,Email
CUST94939,SUSPENDED,338415,INV670717,4631.21,Z2GJKYVV,283-63-3385,6449589663,fqxoxk10@company.com
CUST75932,SUSPENDED,62166,INV433782,4768.0,03GVIAOG,752-53-7043,9594912845,5spf4w71@outlook.com
CUST90878,INACTIVE,321594,INV580397,4889.41,L5M0VFZT,910-16-9938,7566118044,cnw3da94@gmail.com
CUST18571,INACTIVE,122323,INV416508,1619.11,7N30ND9S,965-64-7981,9802406656,xwtsq281@company.com
CUST19135,ACTIVE,51683,INV445341,1631.94,WMRFSKYH,727-67-9835,6835048979,2ual7q32@company.com
CUST62649,INACTIVE,465831,INV825182,3362.82,TIF07EO9,928-33-9015,6213673484,zkbsf067@outlook.com
CUST59412,ACTIVE,77696,INV181724,353.93,9XBCP450,866-24-7844,7818143232,93kt8l63@gmail.com
CUST53365,SUSPENDED,248165,INV156434,4018.43,USX0OPGZ,624-11-1584,7845335092,206xbt17@outlook.com
CUST56611,ACTIVE,339351,INV420520,3841.72,8SK37TF9,334-13-3154,6465409539,6l1s3q79@yahoo.com
CUST20966,INACTIVE,54350,INV795584,1771.59,4C3H9HX7,116-25-5658,8666402151,pmonxw34@company.com
CUST64145,SUSPENDED,480964,INV560479,3083.34,SDH5S2A9,545-32-8994,9288199844,wmr73m65@yahoo.com
CUST26322,SUSPENDED,89908,INV331132,1780.78,3OCVWT0S,766-45-8608,9720614387,qrwx7434@gmail.com
CUST30081,ACTIVE,407177,INV349668,2429.15,X90B3L0Y,350-44-7146,7105066042,g5pr5h51@yahoo.com
CUST23252,ACTIVE,16265,INV783336,3904.61,3ZBARTEE,848-72-6507,7969441194,i1mhwm92@company.com
CUST66617,ACTIVE,222100,INV561169,734.53,TL4Y096I,278-63-3870,9500216727,66pkcz80@company.com
CUST25944,ACTIVE,418891,INV828693,1511.52,5ZHUG1CT,279-43-4164,8805378627,ooy6a145@outlook.com
CUST66170,SUSPENDED,338669,INV392200,4411.02,X04SPOED,898-71-6073,8457122766,4fv3n250@gmail.com
CUST80810,INACTIVE,312872,INV301801,138.34,6UWR5A86,883-74-9838,9568541685,nbue3l40@gmail.com
CUST60020,SUSPENDED,207219,INV107281,3294.34,G9Z0LIR9,113-56-2616,6834763563,kbg83g95@outlook.com
CUST66703,INACTIVE,84081,INV550493,3642.08,57EXITH6,752-25-5085,6634068272,z81kk315@company.com
CUST10158,ACTIVE,108558,INV955948,1593.95,E8EOLXHS,736-99-5958,7163339249,5ud36t44@yahoo.com
CUST55077,SUSPENDED,5707,INV347729,600.14,GP4MVLH0,459-48-3040,9163875602,ril0qh86@gmail.com
CUST86287,ACTIVE,263629,INV322705,440.56,DSKXLROT,106-80-8494,7549792580,mhpeir79@gmail.com
CUST13636,ACTIVE,26510,INV464961,4039.13,VUE7V2RZ,289-73-1621,7177119713,ztw9ot85@yahoo.com
CUST54267,ACTIVE,299739,INV414514,4316.54,XPSREGD1,972-13-2220,6792873794,0hbh3695@yahoo.com
CUST23420,INACTIVE,151288,INV729605,3447.77,3Y56U0ZM,150-72-8770,6609171440,wzehx945@yahoo.com
CUST36062,ACTIVE,47624,INV769147,4594.11,C0CV5SV6,673-30-1061,6271253088,yamn6x24@yahoo.com
CUST56962,SUSPENDED,315116,INV569466,2046.71,3LTS67T7,728-54-7047,8681286430,4r8n7c62@outlook.com
CUST32611,ACTIVE,167231,INV645778,4698.45,OKXF6VLZ,209-53-2762,9215877062,qw0lkx54@yahoo.com
CUST40140,ACTIVE,309161,INV197487,4738.2,FUSLS9MU,208-40-8794,8300816504,vu9ysg30@outlook.com
CUST84207,SUSPENDED,350902,INV679057,2206.87,N4M38KQP,455-56-8043,7035234762,avijtd48@yahoo.com
CUST89823,ACTIVE,446972,INV341711,1678.33,V62W1YXG,793-98-7588,9627725439,j9y5zs85@yahoo.com
CUST63101,INACTIVE,419362,INV602593,1212.05,6G0I2763,720-95-8818,9425810613,sj2e5142@company.com
CUST62959,ACTIVE,85800,INV649747,3603.77,MY2TPYIC,939-20-8860,7918279250,zuxvwk64@company.com
CUST58319,ACTIVE,408854,INV154979,785.03,6KWWQPS3,418-27-2426,6241197471,jmirjd59@company.com
CUST13988,ACTIVE,79561,INV605771,961.23,GWH544ZM,753-15-5988,9220701489,5sb9g294@yahoo.com
CUST41096,INACTIVE,389715,INV656109,3245.26,D260JGBG,569-79-5096,9526024317,pz9dfm76@gmail.com
CUST32097,SUSPENDED,255807,INV736966,2975.31,ZRGYMT03,702-92-9501,8876304485,ubwomm83@gmail.com
CUST63355,INACTIVE,391966,INV747823,2083.49,6SWJ0LJZ,785-15-3196,8797388805,226r8158@gmail.com
CUST99051,SUSPENDED,154941,INV950948,4498.16,KR79Z5UL,277-43-4718,7826039412,dyp0kr65@gmail.com
CUST97577,SUSPENDED,93862,INV646072,3072.19,E9HNXTEW,929-77-9744,7085326516,ih8flv35@yahoo.com
CUST79669,INACTIVE,428708,INV493893,1043.54,HAUMS9NF,502-69-8935,6077016701,ch6c5r81@company.com
CUST21310,ACTIVE,107247,INV264454,2959.6,4RM087D1,915-12-1416,6111503962,f9ti7v25@company.com
CUST42432,SUSPENDED,227409,INV122715,2844.11,Y3HGKGFB,579-36-6267,9180816920,ab7p8k45@yahoo.com
CUST50994,SUSPENDED,2272,INV394511,4132.5,02LIXYJ7,410-10-4376,6931676236,sw9scw84@outlook.com
CUST19105,SUSPENDED,27408,INV877300,1720.86,5TSAGK23,152-83-9448,7678818150,63956j42@yahoo.com
CUST59070,ACTIVE,118243,INV464720,2320.5,017OWS92,841-90-8722,9016180744,5yxqda70@outlook.com
CUST41974,ACTIVE,349240,INV370838,1586.86,BNVWNF1V,564-79-7152,6677695042,twz8eo49@outlook.com
CUST93794,SUSPENDED,34671,INV441894,4607.29,CFNENS02,539-78-2415,6749172540,fhcdtx40@gmail.com
CUST49165,SUSPENDED,152223,INV458700,1211.01,2JQ93S3L,588-72-6497,7471726826,0kjumu45@yahoo.com
CUST45528,ACTIVE,302560,INV214808,602.05,W7C7F8G2,437-99-9565,9709461902,x2f3k993@outlook.com
CUST49712,INACTIVE,29116,INV935451,2983.98,G8B0T4Z6,152-28-3001,7404647036,rgq57v33@gmail.com
CUST65027,INACTIVE,488153,INV998961,4159.21,8R3CEHA0,521-20-5464,7780896094,2c9w8z78@outlook.com
CUST57400,SUSPENDED,44406,INV403085,1571.13,AYVKFD7S,455-56-7201,6224255735,obz49x25@gmail.com
CUST95135,SUSPENDED,67849,INV243671,2328.86,4P166OIV,866-84-7152,9874238461,169azu63@gmail.com
CUST31170,ACTIVE,338876,INV723139,4255.34,BEM726LQ,603-36-9264,7480787231,rc513963@yahoo.com
CUST93518,SUSPENDED,226073,INV873030,4336.32,1GA93YN5,102-55-6288,9041766884,79dkn257@yahoo.com
CUST17715,SUSPENDED,472388,INV233665,887.54,HCI6E3RN,405-20-4438,8358093641,a40m0v48@gmail.com
CUST19736,INACTIVE,90591,INV175067,1171.25,1TUAULT2,437-92-3956,6970201998,iln63812@company.com
CUST63149,ACTIVE,210231,INV411870,942.71,Y4SM18LC,111-94-5691,7200770317,nlsspi27@gmail.com
CUST36470,SUSPENDED,102255,INV644611,3355.61,8309B4OC,949-74-9795,7825120016,tfhf3s71@company.com
CUST53157,INACTIVE,354515,INV372479,2041.83,LIPLJKQP,214-60-4026,9873720559,hu109215@outlook.com
CUST90110,SUSPENDED,406930,INV642492,3600.57,IL1F1J6N,938-79-3428,8057954240,lgvrzt74@outlook.com
CUST18303,INACTIVE,473187,INV615595,1581.11,AZE5HZQT,187-45-8706,8459007265,59a3vk74@outlook.com
CUST66689,SUSPENDED,256190,INV685044,2535.29,1HNHW8MX,623-25-3683,6818678744,aw7uec16@company.com
CUST85456,ACTIVE,23245,INV878509,2825.82,EGKTAYC8,868-13-6054,7340283923,t2zh1c22@outlook.com
CUST56104,INACTIVE,291372,INV260288,2735.43,FN47KUNY,758-47-4796,8712036339,xq06x050@company.com
CUST64563,SUSPENDED,165545,INV525380,187.6,2O7OJ6II,668-63-7967,6150237950,np1h6x37@yahoo.com
CUST20524,INACTIVE,178054,INV635053,3988.45,HRNB65GD,544-55-6539,6387267635,8zcryd38@company.com
CUST80776,ACTIVE,118831,INV697116,994.17,VZ27BZFI,715-79-2938,9013342698,d6j1b796@outlook.com
CUST32443,SUSPENDED,100769,INV719058,2185.34,86FEY82O,455-23-5857,8141721436,pvvltt64@gmail.com
CUST29141,SUSPENDED,149595,INV478465,4827.77,8W8BUPQ4,852-83-8805,6024092017,f4329o37@yahoo.com
CUST53329,ACTIVE,160768,INV751508,3270.58,ZZEO178I,767-56-2471,8726889421,q3bcdj79@company.com
CUST12043,ACTIVE,13463,INV804722,1286.29,H0ZYSG2U,603-77-3469,9323903977,glwzj075@company.com
CUST69017,INACTIVE,13727,INV739545,3160.1,RWR156H8,706-22-5091,9552637682,arvmnu39@yahoo.com
CUST70791,SUSPENDED,458001,INV184171,3597.27,KY8L7SHT,984-32-1674,8055069247,t7nkme36@gmail.com
CUST77704,INACTIVE,246341,INV658122,2301.46,9A7D740K,698-23-5579,9440653489,794xqy65@outlook.com
CUST41569,SUSPENDED,18933,INV410949,315.66,TPTWIEHQ,382-60-2881,9923151359,htrr1874@company.com
CUST60304,ACTIVE,449701,INV676904,1172.52,5UWGE9K2,836-52-4965,7141278304,uni4je42@gmail.com
CUST79117,INACTIVE,431917,INV772372,1276.52,NI1DYBS1,421-51-4715,7423886050,b1lb9y67@yahoo.com
CUST57399,SUSPENDED,206781,INV249488,4832.95,WYA72AAZ,981-98-4480,7835627123,w7aetm49@company.com
CUST25187,INACTIVE,439397,INV637117,227.65,M8BVY2WS,424-15-6714,9359538400,v7lhs063@yahoo.com
CUST69974,ACTIVE,250012,INV433021,2100.55,VYGG1VVL,215-91-8801,8452984658,8svhjf16@gmail.com
CUST86938,ACTIVE,435781,INV921756,3113.84,XMDG8ZAY,182-61-6077,8116908695,clrzdp54@gmail.com
CUST39051,ACTIVE,93543,INV528281,599.82,46OLPTCE,873-22-8414,7948701424,zyxzme97@outlook.com
CUST49480,INACTIVE,66091,INV995581,2585.21,P87195M6,382-81-7825,6076193650,4npobz20@company.com
CUST26872,ACTIVE,166995,INV492125,4077.55,KMT44RVW,941-45-7115,7848584243,5s295r39@company.com
CUST26067,SUSPENDED,246849,INV278612,3406.36,7W7E55NL,229-30-9933,8210788085,hl0sv041@gmail.com
CUST71646,INACTIVE,97410,INV240043,888.16,R0DG4LYW,234-26-7909,7890857062,nyfes730@yahoo.com
CUST88858,ACTIVE,360666,INV495161,793.62,EJIVZ2R6,946-71-4258,7954549960,68udi555@yahoo.com
CUST32142,ACTIVE,400799,INV750400,4049.8,F7OHRIRC,387-24-8797,6048815565,yncvbi92@outlook.com
CUST30205,ACTIVE,45311,INV733323,4158.07,SPYY4N6D,728-97-3024,7559986436,exgffz78@company.com
CUST46998,INACTIVE,306547,INV940151,4187.44,ESNHN9A2,919-56-7399,9387800123,2on4n536@yahoo.com
CUST58674,SUSPENDED,444678,INV816641,2892.58,O82S2EBV,658-88-3990,9076595302,fe1vwj33@outlook.com
CUST95947,SUSPENDED,353279,INV705004,2344.98,WBK38Y61,993-99-2313,8054529144,6w3a6q54@yahoo.com
CUST98473,ACTIVE,325156,INV815169,3140.47,UA4WNXHE,910-73-8137,7491979634,iztuo791@gmail.com
CUST91852,SUSPENDED,108247,INV901086,677.56,L493ODRU,496-73-5962,6047376365,liv5bh50@gmail.com
CUST39705,SUSPENDED,171179,INV900083,2991.96,TSEYR2NJ,973-50-3458,7636500631,tie8qy78@outlook.com
CUST81764,INACTIVE,107572,INV739488,3057.12,1222YNLG,816-59-3475,6990883274,i88oc487@company.com
CUST68226,INACTIVE,139659,INV488059,1275.12,UJO592OO,823-47-4765,6648763243,8xxdoj66@outlook.com
CUST46597,ACTIVE,60509,INV360914,157.4,21AZKTRO,556-24-9249,8020099391,07qke961@outlook.com
CUST20331,SUSPENDED,18297,INV204889,987.55,OCZ08HDG,129-24-5958,9243527357,9wxxvq51@yahoo.com
CUST53870,INACTIVE,97015,INV509394,4519.08,8FMEVDQS,435-40-4125,8662737668,pww2ra55@company.com
CUST92679,ACTIVE,246139,INV326738,4038.59,Y88CKBDB,784-44-2601,6844702754,5m3n6534@company.com
CUST13850,ACTIVE,481192,INV954199,3255.34,1LG4XCF8,765-25-8280,7104034587,jjyo7w97@yahoo.com
CUST14163,ACTIVE,355159,INV391701,3561.18,PCYJVZDH,567-14-8987,7351639195,yyk93631@outlook.com
CUST75068,INACTIVE,484286,INV338021,160.28,1BK58H34,672-41-8825,7662290665,fu1m7650@yahoo.com
CUST18316,INACTIVE,391768,INV224347,4077.88,YWCIC3II,313-54-4887,7713549779,zn0z0g19@outlook.com
CUST19799,INACTIVE,144589,INV538805,3188.49,CJUM3SE2,941-98-6449,7197496496,k699hi23@gmail.com
CUST47141,ACTIVE,426261,INV194738,2830.94,HXW3NQWL,890-35-1221,7107523921,z31w0o50@company.com
CUST19524,SUSPENDED,239859,INV573025,4516.01,14SLXI17,968-39-7058,9684407515,phiiac56@yahoo.com
CUST77974,INACTIVE,379270,INV843288,4422.51,AUNUY4C5,103-78-6735,6193005656,4klnco98@company.com
CUST49224,SUSPENDED,460059,INV240132,2536.26,OGBSCCOA,897-54-4667,9161211370,dvmwfv22@gmail.com
CUST35222,ACTIVE,279088,INV929324,1086.21,FE1VWLIF,104-42-8729,6148739551,ygifpn95@company.com
CUST80329,SUSPENDED,440016,INV784903,3082.29,93MKK97P,725-86-8388,9950875100,5kbbfm76@outlook.com
CUST50038,INACTIVE,369880,INV303188,2666.63,WJW0VPSW,538-34-7194,6635946116,9tjmcy25@outlook.com
CUST25324,INACTIVE,476252,INV907992,2077.73,LXVJTLTT,509-59-6508,9073565125,yeh33685@yahoo.com
CUST89390,SUSPENDED,35579,INV229688,2820.78,KG66M6JJ,911-61-7692,6609893265,ytkc0760@yahoo.com
CUST90955,SUSPENDED,43381,INV294108,2208.46,BIUNXY1G,619-85-2069,8707229927,nd2snn24@company.com
CUST65722,ACTIVE,173287,INV308172,2624.13,EJBKUQFN,448-96-9037,6261057984,wntbbp80@company.com
CUST51705,ACTIVE,400208,INV637043,4514.5,O1N02KGG,508-74-2077,7327430488,pqcnmw47@gmail.com
CUST51944,INACTIVE,19120,INV587476,3672.89,64QSW7LQ,223-67-2906,9811317587,4lw7hq37@yahoo.com
CUST49996,ACTIVE,59567,INV563788,3464.59,OPJJDFCH,614-91-2599,7828174092,har8fb72@outlook.com
CUST90847,ACTIVE,20972,INV580842,1727.68,E0RKOSDN,570-89-1306,8087635319,338jm753@company.com
CUST63605,SUSPENDED,440413,INV276573,3253.07,QJJB1BTC,539-91-2451,7294062328,5scrhm94@company.com
CUST42202,INACTIVE,106703,INV362085,1778.51,WF41VOF7,436-97-1150,9158842337,va4yso14@gmail.com
CUST30320,INACTIVE,323173,INV760256,2005.7,ATP5A4KC,426-90-4352,6846514794,g3wohw34@yahoo.com
CUST37646,SUSPENDED,472450,INV566420,3631.0,UQQ8VFZZ,944-89-4315,8772087552,rfh7m939@company.com
CUST18790,INACTIVE,446803,INV794658,4176.78,9YX7GCI2,917-44-4263,7440477816,59i8po96@company.com
CUST31780,ACTIVE,203443,INV253845,2438.4,8IXKNXKL,448-65-1223,6934034015,kdu3vk18@outlook.com
CUST87345,SUSPENDED,116429,INV380385,1262.24,2YPYTO72,846-90-9838,9924799412,m7di8y73@gmail.com
CUST84005,ACTIVE,172595,INV671727,1666.26,SELF443M,382-62-6483,8557761514,dnlluy75@outlook.com
CUST31853,INACTIVE,184282,INV870137,1751.2,SDLYD34O,181-50-3180,9107322098,u3jkov18@outlook.com
CUST46594,SUSPENDED,282139,INV704841,452.52,O2BO777G,832-32-8491,6242318612,4q21jn84@company.com
CUST77709,SUSPENDED,162883,INV559201,2587.92,6LPM6213,903-23-6994,6063068665,lf3utz91@outlook.com
CUST79538,INACTIVE,397625,INV559709,771.66,5SBOHOQO,151-63-6348,7226354882,jozmko19@yahoo.com
CUST17971,ACTIVE,36803,INV899006,3931.73,D7MR5S6G,604-43-8222,7476884925,bc3alj96@gmail.com
CUST47965,INACTIVE,130999,INV270737,923.86,GMSEN3U9,175-18-3264,6187463506,tfmtms15@yahoo.com
CUST18755,SUSPENDED,479453,INV785359,2955.7,GNAQOX03,549-20-6197,9558879857,monirv95@outlook.com
CUST42132,ACTIVE,289288,INV106674,3312.32,6TPOFJ13,932-37-7400,9083827380,abw4xk25@outlook.com
CUST10615,INACTIVE,181164,INV994192,2112.5,G2WJDE2V,443-65-7063,7058336680,z5xta816@company.com
CUST16033,SUSPENDED,358773,INV340302,4761.29,0VSK6Q7D,428-47-6421,9428154125,t3fg6538@outlook.com
CUST67009,INACTIVE,327935,INV599749,4720.16,L6DWV7C9,904-54-7140,7861608649,0h4p5m64@yahoo.com
CUST54129,SUSPENDED,125856,INV910466,856.77,2JLXZNME,918-61-5175,9822691937,d1l6pk46@gmail.com
CUST55599,ACTIVE,399619,INV367404,1730.36,IUSDKL9L,561-17-9149,9175935457,rgpmwu80@yahoo.com
CUST95197,ACTIVE,247158,INV795033,2807.74,LN35S2SD,434-57-7600,9597967382,3l56ln65@gmail.com
CUST90888,SUSPENDED,121367,INV220162,3979.95,RUVDA6V3,983-30-4568,6076609404,bjdhmw60@yahoo.com
CUST80979,INACTIVE,5763,INV908779,2614.04,XV9OHO9Y,167-40-7129,6358498660,w4eqx229@company.com
CUST64698,SUSPENDED,364221,INV178288,2993.07,M369FMH3,983-18-5460,6331037119,n8pit572@outlook.com
CUST57978,INACTIVE,335390,INV809680,2681.82,LAK7ECCY,352-29-6277,7624703220,xvg5d518@yahoo.com
CUST12226,ACTIVE,159265,INV863512,3897.57,HGZA9CXM,948-75-9428,6192170491,mw3ou688@outlook.com
CUST25196,ACTIVE,96904,INV622592,4564.92,V5U84D0N,972-49-4625,6310957765,amzgom80@company.com
CUST28842,ACTIVE,118309,INV920999,1692.96,JIOFRGCG,733-30-1329,8026560044,v4tbk193@yahoo.com
CUST55504,INACTIVE,185986,INV661410,2963.68,G08K9FWT,447-26-5450,6726929553,5meyuc54@gmail.com
CUST36660,ACTIVE,31420,INV532771,2663.67,2K4TJTE7,670-82-7676,8315610410,6ce1li94@company.com
CUST67419,INACTIVE,329228,INV966680,426.33,JAHG4SID,904-14-2054,6478037202,urgnrv18@company.com
CUST14231,SUSPENDED,130705,INV347021,3889.64,HO9F9TGF,402-35-5892,6428965777,yzybtt96@gmail.com
CUST18089,SUSPENDED,406780,INV265006,4571.88,ZG19S45M,759-73-9626,6370439337,co0yyw91@gmail.com
CUST77561,SUSPENDED,307307,INV907944,4120.17,I0D7QDER,937-81-5293,8422235584,0hxsi476@outlook.com
CUST41591,SUSPENDED,391849,INV351499,377.28,2W29VFJ6,740-47-8718,9620215436,9s0tz693@outlook.com
CUST24983,SUSPENDED,337157,INV612296,4889.16,IV8MRFW5,322-94-4204,6955911245,fy67oy64@company.com
CUST99980,INACTIVE,97704,INV898307,4824.64,QL5N8HQ5,691-10-7417,7736851741,p28par79@gmail.com
CUST81875,ACTIVE,72379,INV156506,3797.04,O16486AD,475-84-5054,7041804754,mduyvc42@gmail.com
CUST13724,ACTIVE,289044,INV317545,2066.44,X3K3ZZJU,299-42-7471,8118461253,uvy8rj80@company.com
CUST97914,ACTIVE,158376,INV203457,4978.39,RQ0FM6I5,904-73-5256,9357609225,p3jmpw46@yahoo.com
CUST24363,ACTIVE,420224,INV511882,4799.39,0J0F8LU8,725-12-3577,8314707062,o4l5mb39@outlook.com
CUST82024,INACTIVE,98500,INV593179,741.04,7SWEDBFA,764-53-3909,8435458569,4fiv6f74@yahoo.com
CUST56731,ACTIVE,53527,INV412121,2621.53,4P5Z71H2,364-25-5317,8528545686,4sgug888@company.com
CUST25593,INACTIVE,48513,INV571218,3720.69,XTRZZSPE,999-26-5023,9931219002,b5mgxe37@outlook.com
CUST10725,INACTIVE,498562,INV455943,4015.64,H4EZ3MVO,224-16-7852,9528826125,zxoxkh40@yahoo.com
CUST49596,INACTIVE,195259,INV102885,755.5,PL5MPGIA,169-94-6702,8782929203,gsdgs827@gmail.com
CUST69483,INACTIVE,479099,INV397472,3576.38,5F0HDPYD,216-75-4011,6342943636,3bzm1i47@gmail.com
CUST98047,INACTIVE,482008,INV365965,2513.2,JCY6FR9U,621-92-5909,9757235307,7usvzm35@company.com
CUST89209,INACTIVE,418907,INV171499,3884.94,O3KB93PX,331-23-2453,6932060076,lxtcbe39@outlook.com
CUST45476,ACTIVE,245718,INV523871,4223.64,TBPMY2S1,823-96-2166,9059353875,m0r3zc41@yahoo.com
CUST83155,INACTIVE,164068,INV929355,1720.66,M1SG8Y4E,128-43-9499,8101296904,3jrqmy59@outlook.com
CUST37127,SUSPENDED,113498,INV562226,1869.95,RSHYATUS,825-16-9071,6146450265,bqwl2a81@outlook.com
CUST32296,INACTIVE,173984,INV775614,1995.48,1OJ936Z8,776-89-5638,7450293822,uuwmgm87@yahoo.com
CUST82836,ACTIVE,292355,INV937722,757.81,FRON81AG,334-45-2096,7565199922,p5173z13@outlook.com
CUST33966,SUSPENDED,357892,INV312007,1324.02,9OD8WV8W,608-54-7217,7163881660,nvgv7e89@gmail.com
CUST56179,INACTIVE,77039,INV755268,311.43,2UX1BL7J,869-30-8269,7954881701,i46s0i33@yahoo.com
CUST58891,SUSPENDED,24393,INV520526,1636.53,QGFWQ2FS,286-22-1057,6302931077,w6q56159@company.com
CUST28605,INACTIVE,4976,INV110044,1561.86,01OEPV8I,106-44-5394,6261948302,4tjtj974@company.com
CUST87907,ACTIVE,196951,INV803161,1648.6,KWV58D47,398-73-9849,6638587611,pjbe5i59@gmail.com
CUST13807,INACTIVE,487169,INV316000,4270.34,QCGMSG1R,478-98-8805,6969965227,umrfut36@outlook.com
CUST63602,SUSPENDED,153744,INV287344,3823.45,NSWQ6ULZ,660-24-9906,8916786124,snqcmz92@outlook.com
CUST60044,ACTIVE,180891,INV250740,4441.47,V29P4HH1,709-69-8827,7682471703,9yxqv249@company.com
CUST21701,ACTIVE,161308,INV354269,2419.89,3QKSQ2B3,479-50-8347,7285940407,m79pt467@gmail.com
CUST86795,SUSPENDED,297929,INV170536,2326.18,FHNMC7F4,485-16-4213,8146272091,iwhcfp27@gmail.com
CUST68830,INACTIVE,294200,INV901815,4418.3,6IIDRJ3B,112-26-7839,9171409993,dgajle53@outlook.com
CUST89275,INACTIVE,159339,INV731931,1944.24,1HUALJ05,956-94-5348,6498741075,ttolfd26@company.com
CUST25170,ACTIVE,207258,INV596933,3502.77,NUVGIBDC,311-38-2102,8685295534,hk19d324@outlook.com
CUST77865,INACTIVE,215695,INV162138,510.76,NFNK3HVS,475-84-4965,9882088325,x67yfh67@yahoo.com
CUST33896,SUSPENDED,410503,INV731800,171.08,3NSLZ5EN,605-13-4162,9595657108,j68zk059@gmail.com
CUST50386,ACTIVE,147228,INV345046,1979.74,DD2IBNQU,707-76-4964,9881260604,lv9z4a65@company.com
CUST22031,ACTIVE,135548,INV348296,755.78,J6WLUO6J,983-63-9344,8839117681,5klk0l73@company.com
CUST16680,INACTIVE,238857,INV368026,70.91,RAYGO5W2,702-57-6342,7053302634,x5eo1q60@yahoo.com
CUST45454,INACTIVE,53753,INV813768,4786.95,FZLG6HPC,754-96-6421,8926432477,716qh441@outlook.com
CUST68842,ACTIVE,45048,INV954148,3800.6,SS1KQS42,112-91-9824,8488992265,rxmsvh79@outlook.com
CUST78681,ACTIVE,382757,INV262900,65.42,LK5TI4VR,508-90-6329,8424397717,ykc85e60@yahoo.com
CUST17836,ACTIVE,141382,INV477778,2426.42,ZYZLS2X5,836-99-2746,6699176357,psqtz096@company.com
CUST88702,INACTIVE,42933,INV477060,2605.32,2K29P9BW,297-38-9260,6332003851,zczbyh98@gmail.com
CUST77627,INACTIVE,109248,INV630712,2353.96,ORODH34F,597-53-6864,9702449897,efmu8131@outlook.com
CUST22078,SUSPENDED,481678,INV456080,4008.64,SSEGBJYL,783-33-7624,7410315601,hs8k4468@outlook.com
CUST57944,INACTIVE,33568,INV670365,2794.56,TO7V1SLB,794-59-3533,6668363575,chz7eb33@company.com
CUST25743,INACTIVE,476766,INV490235,1075.74,9X61DE1S,334-18-2698,7052664783,0jkk9n49@yahoo.com
CUST54380,ACTIVE,157083,INV320578,2903.64,HUI4Q0OR,426-63-2575,8879124694,epo2bo44@gmail.com
CUST68362,SUSPENDED,140142,INV256314,3897.8,HMVEI5E5,622-75-1150,6386083434,rxdirg71@gmail.com
CUST60868,ACTIVE,349017,INV764817,1838.98,VSBE9C3F,195-78-3465,8475730327,1tir8d41@gmail.com
CUST39907,ACTIVE,280719,INV332069,136.75,JZAYPFG8,147-34-7546,7951360732,aw02ch43@company.com
CUST98239,SUSPENDED,270554,INV593500,4729.18,BS2DYJP0,594-81-2750,9633618066,tub0vw17@gmail.com
CUST97903,INACTIVE,382288,INV714523,1675.14,P2PUGLF4,980-75-2217,9632566401,ccmjbf81@outlook.com
CUST88805,ACTIVE,70270,INV368065,1698.71,VQ972EME,593-77-6898,6253369247,s979j876@outlook.com
CUST22774,SUSPENDED,228869,INV260982,1698.75,PFGLFOTF,292-65-9411,7973419908,tqmhs419@gmail.com
CUST56635,ACTIVE,203612,INV249216,4852.32,XALHXLPL,767-21-4630,6953093997,vvj9hg12@gmail.com
CUST15934,SUSPENDED,377741,INV310181,2074.73,8XMT8MQ1,545-85-4705,8768162013,5wiro576@outlook.com
CUST95904,SUSPENDED,470214,INV247433,3656.93,EU60FW3U,329-29-4571,6303680965,bu4d1644@yahoo.com
CUST26640,ACTIVE,68986,INV423118,2539.51,VVEOM1WR,723-23-3918,9722624471,6egrmv20@outlook.com
CUST29641,INACTIVE,223035,INV215613,625.28,4K9BEPGV,622-54-7765,9670251169,sy68bt92@outlook.com
CUST53736,INACTIVE,39360,INV156773,4850.94,YA9Y0VBG,680-65-8438,8300870350,xubhhm12@outlook.com
CUST57587,INACTIVE,373335,INV951766,2529.77,Y8HQXZDH,626-98-6322,9373625311,9pui9h61@company.com
CUST14445,ACTIVE,266800,INV557038,823.2,YC9KGBDE,263-20-1059,9841497766,inf6ix98@outlook.com
CUST73809,SUSPENDED,459414,INV994111,1016.36,JKGXB95C,779-45-1350,8324225451,r0plcn65@gmail.com
CUST17745,ACTIVE,88514,INV264152,2718.4,V6Z5PVLF,192-74-5227,8506392947,us77v146@outlook.com
CUST19742,ACTIVE,216334,INV463697,752.48,RO8M90Z9,642-27-8066,8784167993,v5m8e119@gmail.com
CUST81852,SUSPENDED,472526,INV901581,1794.21,5M9USGJE,552-67-4215,8483399621,3vp68771@gmail.com
CUST52763,ACTIVE,189665,INV369486,3351.6,8ETRF2KI,325-23-3270,8726041332,qgsy6k19@yahoo.com
CUST84568,ACTIVE,225041,INV593414,3916.17,2N61C28N,879-98-8021,6922481057,c6wzr715@outlook.com
CUST28383,INACTIVE,349113,INV332263,820.37,UGWHBDXV,556-47-2744,6214980966,paa6ra69@yahoo.com
CUST80695,INACTIVE,54471,INV484580,309.62,41G8RHEP,432-13-2088,6785409005,4e5ril92@outlook.com
CUST69446,ACTIVE,4770,INV577851,4879.75,0Q0VID8U,429-61-2831,8019024239,7okzwv43@yahoo.com
CUST28610,ACTIVE,67655,INV420047,4404.56,TL14892Z,985-68-2284,7322442099,vu6iyc79@company.com
CUST26461,INACTIVE,17581,INV334620,4845.71,MD2OH2CT,612-12-5601,6463873892,e7hlx779@company.com
CUST37275,SUSPENDED,98847,INV525011,1483.78,ACZU8VLT,938-16-4184,8738154305,de6blu22@outlook.com
