trans_id,account_id,Date,Type,operation,amount,balance,Purpose,bank,account_partern_id
3453112,6051,2016-09-30,Credit,Interest Credit,10,17096.5,Interest Credited,,
3456447,9203,2016-09-30,Credit,Interest Credit,182,30171.5,Interest Credited,,
3454418,7231,2016-09-30,Credit,Interest Credit,136,52769.8,Interest Credited,,
3452820,5868,2016-09-30,Credit,Interest Credit,95,29538.3,Interest Credited,,
3454350,7203,2016-09-30,Credit,Interest Credit,155,26198.5,Interest Credited,,
3455876,8934,2016-09-30,Credit,Interest Credit,170,42922.1,Interest Credited,,
3454018,6897,2016-09-30,Credit,Interest Credit,461,33250.4,Interest Credited,,
3452504,5700,2016-09-30,Credit,Interest Credit,78,23534,Interest Credited,,
3454962,7774,2016-09-30,Credit,Interest Credit,14,9033.8,Interest Credited,,
3455274,8132,2016-09-30,Credit,Interest Credit,169,23994.3,Interest Credited,,
3515635,9883,2016-09-30,Credit,Interest Credit,110,25071.4,Interest Credited,,
3509737,9265,2016-09-30,Credit,Interest Credit,229,54749,Interest Credited,,
3513139,9635,2016-09-30,Credit,Interest Credit,26,7331.7,Interest Credited,,
3520595,10364,2016-09-30,Credit,Interest Credit,133,32034.3,Interest Credited,,
3514122,9707,2016-09-30,Credit,Interest Credit,207,91908.1,Interest Credited,,
3513209,9640,2016-09-30,Credit,Interest Credit,162,41655.8,Interest Credited,,
3515353,9833,2016-09-30,Credit,Interest Credit,182,55360.3,Interest Credited,,
3515478,9869,2016-09-30,Credit,Interest Credit,36,23820.3,Interest Credited,,
3510168,9337,2016-09-30,Credit,Interest Credit,39,39065.7,Interest Credited,,
3509518,9236,2016-09-30,Credit,Interest Credit,30,16535.8,Interest Credited,,
3511496,9472,2016-09-30,Credit,Interest Credit,291,58295.8,Interest Credited,,
3517991,10105,2016-09-30,Credit,Interest Credit,209,53437.3,Interest Credited,,
3510789,9403,2016-09-30,Credit,Interest Credit,88,20416.7,Interest Credited,,
3512802,9591,2016-09-30,Credit,Interest Credit,243,44204.5,Interest Credited,,
3509928,9307,2016-09-30,Credit,Interest Credit,97,43429.4,Interest Credited,,
3517610,10079,2016-09-30,Credit,Interest Credit,395,93535.1,Interest Credited,,
3513970,9703,2016-09-30,Credit,Interest Credit,100,42673,Interest Credited,,
3515263,9828,2016-09-30,Credit,Interest Credit,213,53763.4,Interest Credited,,
3520161,10320,2016-09-30,Credit,Interest Credit,186,40007,Interest Credited,,
3576816,1412,2016-09-30,Credit,Interest Credit,152,36926.6,Interest Credited,,
3575990,1392,2016-09-30,Credit,Interest Credit,194,49491.1,Interest Credited,,
3576356,1402,2016-09-30,Credit,Interest Credit,131,28853.9,Interest Credited,,
3574327,1332,2016-09-30,Credit,Interest Credit,206,45067.8,Interest Credited,,
3577165,1422,2016-09-30,Credit,Interest Credit,86,26540.6,Interest Credited,,
3578055,1449,2016-09-30,Credit,Interest Credit,11,12821.7,Interest Credited,,
3577289,1425,2016-09-30,Credit,Interest Credit,113,28628.6,Interest Credited,,
3574503,1337,2016-09-30,Credit,Interest Credit,19,5414.7,Interest Credited,,
3575632,1378,2016-09-30,Credit,Interest Credit,240,63589.1,Interest Credited,,
3575808,1382,2016-09-30,Credit,Interest Credit,16,7004.1,Interest Credited,,
3577820,1442,2016-09-30,Credit,Interest Credit,154,38101.2,Interest Credited,,
3576194,1397,2016-09-30,Credit,Interest Credit,181,40504.1,Interest Credited,,
3576684,1410,2016-09-30,Credit,Interest Credit,53,21348.2,Interest Credited,,
3574575,1338,2016-09-30,Credit,Interest Credit,94,21419.6,Interest Credited,,
3576749,1411,2016-09-30,Credit,Interest Credit,107,27593.8,Interest Credited,,
3575198,1366,2016-09-30,Credit,Interest Credit,111,24656.2,Interest Credited,,
1003444,3424,2016-09-30,Withdrawal,Withdrawal in cash,15,40743,Payment on Statement,,
1183336,4055,2016-09-30,Withdrawal,Withdrawal in cash,15,42907.8,Payment on Statement,,
1190882,4078,2016-09-30,Withdrawal,Withdrawal in cash,15,51110.8,Payment on Statement,,
1195471,4093,2016-09-30,Withdrawal,Withdrawal in cash,15,27436,Payment on Statement,,
3211473,10656,2016-09-30,Withdrawal,Withdrawal in cash,15,64013.1,Payment on Statement,,
3235720,10738,2016-09-30,Withdrawal,Withdrawal in cash,30,14318.8,Payment on Statement,,
144568,485,2016-09-30,Credit,Credit in cash ,19262,115066.4,,,
145064,485,2016-09-30,Withdrawal,Withdrawal in cash,100,79438.7,Payment on Statement,,
145136,485,2016-09-30,Withdrawal,Withdrawal in cash,35800,79538.7,,,
142529,477,2016-09-30,Withdrawal,Withdrawal in cash,15,38640.9,Payment on Statement,,
174938,588,2016-09-30,Withdrawal,Withdrawal in cash,15,30397,Payment on Statement,,
340846,1157,2016-09-30,Withdrawal,Withdrawal in cash,15,31378,Payment on Statement,,
342242,1161,2016-09-30,Withdrawal,Withdrawal in cash,15,26423.5,Payment on Statement,,
344021,1166,2016-09-30,Withdrawal,Withdrawal in cash,15,39512.5,Payment on Statement,,
339619,1152,2016-09-30,Withdrawal,Withdrawal in cash,15,15031.9,Payment on Statement,,
132276,443,2016-09-30,Withdrawal,Withdrawal in cash,15,17187.5,Payment on Statement,,
129733,435,2016-09-30,Withdrawal,Withdrawal in cash,15,17559.3,Payment on Statement,,
137698,461,2016-09-30,Withdrawal,Withdrawal in cash,15,26379.8,Payment on Statement,,
139038,465,2016-09-30,Withdrawal,Withdrawal in cash,15,22289.1,Payment on Statement,,
136085,456,2016-09-30,Withdrawal,Withdrawal in cash,15,58918.1,Payment on Statement,,
973278,3316,2016-09-30,Withdrawal,Withdrawal in cash,15,41143.5,Payment on Statement,,
976546,3327,2016-09-30,Withdrawal,Withdrawal in cash,15,32100.3,Payment on Statement,,
604071,2056,2016-09-30,Withdrawal,Withdrawal in cash,15,42216.6,Payment on Statement,,
671676,2293,2016-09-30,Withdrawal,Withdrawal in cash,15,30821.3,Payment on Statement,,
773868,2641,2016-09-30,Withdrawal,Withdrawal in cash,15,45024.2,Payment on Statement,,
776211,2647,2016-09-30,Withdrawal,Withdrawal in cash,15,38920.8,Payment on Statement,,
773230,2639,2016-09-30,Withdrawal,Withdrawal in cash,15,48883.4,Payment on Statement,,
537661,1829,2016-09-30,Withdrawal,Withdrawal in cash,1920,27248.8,,,
538112,1830,2016-09-30,Withdrawal,Withdrawal in cash,15,20570.1,Payment on Statement,,
537704,1829,2016-09-30,Withdrawal,Withdrawal in cash,15,29168.8,Payment on Statement,,
571489,1944,2016-09-30,Withdrawal,Withdrawal in cash,15,35203.9,Payment on Statement,,
1345075,4596,2016-09-30,Withdrawal,Withdrawal in cash,15,17987.4,Payment on Statement,,
1391983,4743,2016-09-30,Withdrawal,Withdrawal in cash,15,88977,Payment on Statement,,
1977842,6701,2016-09-30,Withdrawal,Withdrawal in cash,30,52017.8,Payment on Statement,,
3440928,1147,2016-09-30,Credit,Interest Credit,231,58233.3,Interest Credited,,
3440167,1023,2016-09-30,Credit,Interest Credit,58,22136.3,Interest Credited,,
3441198,1180,2016-09-30,Credit,Interest Credit,139,34155.7,Interest Credited,,
3440567,1077,2016-09-30,Credit,Interest Credit,135,27930.6,Interest Credited,,
3443189,1649,2016-09-30,Credit,Interest Credit,131,27485.1,Interest Credited,,
3440470,1065,2016-09-30,Credit,Interest Credit,192,45881,Interest Credited,,
3441787,1305,2016-09-30,Credit,Interest Credit,18,18256.7,Interest Credited,,
3442236,1372,2016-09-30,Credit,Interest Credit,186,40895.1,Interest Credited,,
3441486,1236,2016-09-30,Credit,Interest Credit,104,25027.1,Interest Credited,,
3440235,1032,2016-09-30,Credit,Interest Credit,295,53816.6,Interest Credited,,
3442599,1518,2016-09-30,Credit,Interest Credit,173,42515.4,Interest Credited,,
3443448,1713,2016-09-30,Credit,Interest Credit,153,61788,Interest Credited,,
3441955,1334,2016-09-30,Credit,Interest Credit,121,30060,Interest Credited,,
3441060,1157,2016-09-30,Credit,Interest Credit,133,31392.6,Interest Credited,,
3653784,3738,2016-09-30,Credit,Interest Credit,91,41921.3,Interest Credited,,
3652734,3704,2016-09-30,Credit,Interest Credit,93,22712.4,Interest Credited,,
3655630,3787,2016-09-30,Credit,Interest Credit,188,38817.6,Interest Credited,,
3652975,3713,2016-09-30,Credit,Interest Credit,388,58880.1,Interest Credited,,
3653997,3745,2016-09-30,Credit,Interest Credit,194,50504.5,Interest Credited,,
3655253,3778,2016-09-30,Credit,Interest Credit,247,61215.3,Interest Credited,,
3654674,3760,2016-09-30,Credit,Interest Credit,310,78669,Interest Credited,,
3655560,3785,2016-09-30,Credit,Interest Credit,199,41118.3,Interest Credited,,
3656287,3808,2016-09-30,Credit,Interest Credit,111,34433.9,Interest Credited,,
3654971,3771,2016-09-30,Credit,Interest Credit,347,81707.9,Interest Credited,,
3655398,3781,2016-09-30,Credit,Interest Credit,218,46101.9,Interest Credited,,
3655755,3792,2016-09-30,Credit,Interest Credit,23,10892.2,Interest Credited,,
3655908,3796,2016-09-30,Credit,Interest Credit,159,40501.1,Interest Credited,,
393936,1338,2016-09-30,Withdrawal,Withdrawal in cash,15,21405,Payment on Statement,,
391731,1332,2016-09-30,Withdrawal,Withdrawal in cash,15,45053.2,Payment on Statement,,
533032,1815,2016-09-30,Withdrawal,Withdrawal in cash,15,37738.1,Payment on Statement,,
535066,1822,2016-09-30,Withdrawal,Withdrawal in cash,15,25109.2,Payment on Statement,,
777886,2651,2016-09-30,Withdrawal,Withdrawal in cash,15,36131.9,Payment on Statement,,
777760,2651,2016-09-30,Withdrawal,Withdrawal in cash,17761,36146.5,,,
350228,1189,2016-09-30,Withdrawal,Withdrawal in cash,15,16553.7,Payment on Statement,,
347786,1179,2016-09-30,Withdrawal,Withdrawal in cash,15,15745,Payment on Statement,,
353318,1200,2016-09-30,Withdrawal,Withdrawal in cash,15,69738.4,Payment on Statement,,
1238991,4240,2016-09-30,Withdrawal,Withdrawal in cash,10515,58710.1,,,
1243597,4254,2016-09-30,Withdrawal,Withdrawal in cash,15,23759.9,Payment on Statement,,
1239114,4240,2016-09-30,Withdrawal,Withdrawal in cash,15,58695.5,Payment on Statement,,
863644,2940,2016-09-30,Withdrawal,Withdrawal in cash,15,27127.7,Payment on Statement,,
861507,2933,2016-09-30,Withdrawal,Withdrawal in cash,15,16958,Payment on Statement,,
860905,2932,2016-09-30,Withdrawal,Withdrawal in cash,15,87888,Payment on Statement,,
968997,3302,2016-09-30,Withdrawal,Withdrawal in cash,15,23081.4,Payment on Statement,,
1150548,3935,2016-09-30,Withdrawal,Withdrawal in cash,15,48746.1,Payment on Statement,,
3658309,3871,2016-09-30,Credit,Interest Credit,97,24082.3,Interest Credited,,
3659422,3909,2016-09-30,Credit,Interest Credit,206,54266.3,Interest Credited,,
3657219,3837,2016-09-30,Credit,Interest Credit,17,19792.5,Interest Credited,,
3657073,3834,2016-09-30,Credit,Interest Credit,89,25282.7,Interest Credited,,
3656587,3818,2016-09-30,Credit,Interest Credit,168,33735.7,Interest Credited,,
3658838,3891,2016-09-30,Credit,Interest Credit,41,21259.3,Interest Credited,,
3659906,3923,2016-09-30,Credit,Interest Credit,209,39608,Interest Credited,,
3658645,3882,2016-09-30,Credit,Interest Credit,81,21178.7,Interest Credited,,
3657688,3850,2016-09-30,Credit,Interest Credit,143,44614.2,Interest Credited,,
3659641,3915,2016-09-30,Credit,Interest Credit,208,40399,Interest Credited,,
3657142,3835,2016-09-30,Credit,Interest Credit,136,30457.4,Interest Credited,,
3660264,3935,2016-09-30,Credit,Interest Credit,202,48760.7,Interest Credited,,
785569,2676,2016-09-30,Withdrawal,Withdrawal in cash,15,32477.3,Payment on Statement,,
782294,2666,2016-09-30,Withdrawal,Withdrawal in cash,15,16929.3,Payment on Statement,,
783555,2670,2016-09-30,Withdrawal,Withdrawal in cash,15,38604.8,Payment on Statement,,
826300,2814,2016-09-30,Withdrawal,Withdrawal in cash,15,22433.4,Payment on Statement,,
826982,2817,2016-09-30,Withdrawal,Withdrawal in cash,15,53411.2,Payment on Statement,,
3315043,11013,2016-09-30,Withdrawal,Withdrawal in cash,30,64722.8,Payment on Statement,,
3302913,10973,2016-09-30,Withdrawal,Withdrawal in cash,30,56002.7,Payment on Statement,,
3345021,11111,2016-09-30,Withdrawal,Withdrawal in cash,15,27619.7,Payment on Statement,,
3317809,11021,2016-09-30,Withdrawal,Withdrawal in cash,6421,96893.7,,,
3317924,11021,2016-09-30,Withdrawal,Withdrawal in cash,15,96879.1,Payment on Statement,,
3331751,11065,2016-09-30,Withdrawal,Withdrawal in cash,15,34005.3,Payment on Statement,,
3456991,9707,2016-09-30,Credit,Interest Credit,262,91701.5,Interest Credited,,
3458909,11320,2016-09-30,Credit,Interest Credit,161,39499.5,Interest Credited,,
3458661,11021,2016-09-30,Credit,Interest Credit,338,103314.7,Interest Credited,,
3461005,2056,2016-09-30,Credit,Interest Credit,201,42231.2,Interest Credited,,
3458841,11295,2016-09-30,Credit,Interest Credit,128,29493.8,Interest Credited,,
3460044,299,2016-09-30,Credit,Interest Credit,317,48995.4,Interest Credited,,
3460727,1998,2016-09-30,Credit,Interest Credit,171,44762.5,Interest Credited,,
3457663,10227,2016-09-30,Credit,Interest Credit,3,20759.9,Interest Credited,,
3456852,9635,2016-09-30,Credit,Interest Credit,26,7357.7,Interest Credited,,
3456921,9703,2016-09-30,Credit,Interest Credit,157,42573,Interest Credited,,
3460375,374,2016-09-30,Credit,Interest Credit,108,8577.1,Interest Credited,,
3458063,10656,2016-09-30,Credit,Interest Credit,262,63826.5,Interest Credited,,
3459114,9,2016-09-30,Credit,Interest Credit,81,22918.7,Interest Credited,,
3457793,10266,2016-09-30,Credit,Interest Credit,319,36309.2,Interest Credited,,
3459534,128,2016-09-30,Credit,Interest Credit,153,33150.1,Interest Credited,,
3459612,135,2016-09-30,Credit,Interest Credit,110,28478.4,Interest Credited,,
3552196,655,2016-09-30,Credit,Interest Credit,220,42475.4,Interest Credited,,
3552064,652,2016-09-30,Credit,Interest Credit,163,39220.8,Interest Credited,,
3551659,640,2016-09-30,Credit,Interest Credit,23,18531.8,Interest Credited,,
3553441,697,2016-09-30,Credit,Interest Credit,212,44941.9,Interest Credited,,
3553669,704,2016-09-30,Credit,Interest Credit,189,37776.5,Interest Credited,,
3550929,623,2016-09-30,Credit,Interest Credit,60,14784,Interest Credited,,
3551276,630,2016-09-30,Credit,Interest Credit,96,23900.9,Interest Credited,,
3551101,627,2016-09-30,Credit,Interest Credit,224,57813.5,Interest Credited,,
3554021,717,2016-09-30,Credit,Interest Credit,188,44235.6,Interest Credited,,
3553032,686,2016-09-30,Credit,Interest Credit,149,30708.1,Interest Credited,,
3552289,657,2016-09-30,Credit,Interest Credit,56,17655.5,Interest Credited,,
3650864,3651,2016-09-30,Credit,Interest Credit,111,24915.1,Interest Credited,,
3651007,3654,2016-09-30,Credit,Interest Credit,122,34036.7,Interest Credited,,
3649298,3609,2016-09-30,Credit,Interest Credit,148,46274.1,Interest Credited,,
3651391,3670,2016-09-30,Credit,Interest Credit,20,18244.6,Interest Credited,,
3652531,3699,2016-09-30,Credit,Interest Credit,153,41105.9,Interest Credited,,
3649442,3613,2016-09-30,Credit,Interest Credit,57,18617.7,Interest Credited,,
3651542,3674,2016-09-30,Credit,Interest Credit,173,63442.2,Interest Credited,,
3650742,3649,2016-09-30,Credit,Interest Credit,219,43639.4,Interest Credited,,
3652437,3697,2016-09-30,Credit,Interest Credit,173,33827.9,Interest Credited,,
3650545,3644,2016-09-30,Credit,Interest Credit,79,19127.7,Interest Credited,,
3651837,3682,2016-09-30,Credit,Interest Credit,110,28214.2,Interest Credited,,
3650057,3629,2016-09-30,Credit,Interest Credit,97,32059.9,Interest Credited,,
3651901,3683,2016-09-30,Credit,Interest Credit,64,24289.9,Interest Credited,,
3652201,3691,2016-09-30,Credit,Interest Credit,104,23399.7,Interest Credited,,
3651611,3675,2016-09-30,Credit,Interest Credit,242,43268.3,Interest Credited,,
3648729,3593,2016-09-30,Credit,Interest Credit,164,36505.9,Interest Credited,,
3652288,3693,2016-09-30,Credit,Interest Credit,143,29351.1,Interest Credited,,
1144671,3915,2016-09-30,Withdrawal,Withdrawal in cash,15,40384.4,Payment on Statement,,
1146947,3923,2016-09-30,Withdrawal,Withdrawal in cash,15,39593.4,Payment on Statement,,
2895788,9591,2016-09-30,Withdrawal,Withdrawal in cash,15,44189.9,Payment on Statement,,
125728,423,2016-09-30,Withdrawal,Withdrawal in cash,15,14159.3,Payment on Statement,,
126385,425,2016-09-30,Withdrawal,Withdrawal in cash,15,24194.6,Payment on Statement,,
127799,428,2016-09-30,Withdrawal,Withdrawal in cash,15,24898.2,Payment on Statement,,
147888,494,2016-09-30,Withdrawal,Withdrawal in cash,15,41373.2,Payment on Statement,,
149091,497,2016-09-30,Withdrawal,Withdrawal in cash,15,55296.4,Payment on Statement,,
148655,496,2016-09-30,Withdrawal,Withdrawal in cash,15,28681.2,Payment on Statement,,
151087,504,2016-09-30,Withdrawal,Withdrawal in cash,15,16148.3,Payment on Statement,,
152686,510,2016-09-30,Withdrawal,Withdrawal in cash,30,38454.3,Payment on Statement,,
152752,510,2016-09-30,Withdrawal,Withdrawal in cash,15700,38484.3,,,
219121,744,2016-09-30,Withdrawal,Withdrawal in cash,15,30483.2,Payment on Statement,,
220283,748,2016-09-30,Withdrawal,Withdrawal in cash,15,28908.9,Payment on Statement,,
223277,759,2016-09-30,Credit,Credit in cash ,3200,20065.7,,,
117434,395,2016-09-30,Withdrawal,Withdrawal in cash,15,37180,Payment on Statement,,
118080,396,2016-09-30,Withdrawal,Withdrawal in cash,15,56240.7,Payment on Statement,,
114265,385,2016-09-30,Withdrawal,Withdrawal in cash,15,17472.7,Payment on Statement,,
123563,415,2016-09-30,Withdrawal,Withdrawal in cash,15,28273,Payment on Statement,,
119728,401,2016-09-30,Withdrawal,Withdrawal in cash,15,31420.3,Payment on Statement,,
122477,411,2016-09-30,Withdrawal,Withdrawal in cash,15,44873,Payment on Statement,,
577059,1965,2016-09-30,Withdrawal,Withdrawal in cash,100,40819.3,Payment on Statement,,
577518,1966,2016-09-30,Withdrawal,Withdrawal in cash,15,59416.9,Payment on Statement,,
576921,1965,2016-09-30,Withdrawal,Withdrawal in cash,7592,40919.3,,,
637546,2176,2016-09-30,Withdrawal,Withdrawal in cash,15,31247.2,Payment on Statement,,
636890,2175,2016-09-30,Withdrawal,Withdrawal in cash,15,27646.6,Payment on Statement,,
637975,2177,2016-09-30,Withdrawal,Withdrawal in cash,15,26228.9,Payment on Statement,,
740215,2527,2016-09-30,Withdrawal,Withdrawal in cash,15,101833.3,Payment on Statement,,
740676,2528,2016-09-30,Withdrawal,Withdrawal in cash,15,19987.7,Payment on Statement,,
2910796,9640,2016-09-30,Withdrawal,Withdrawal in cash,15,41641.2,Payment on Statement,,
2908922,9635,2016-09-30,Withdrawal,Withdrawal in cash,15,7343.1,Payment on Statement,,
2931759,9707,2016-09-30,Withdrawal,Withdrawal in cash,15,91893.5,Payment on Statement,,
511575,1750,2016-09-30,Withdrawal,Withdrawal in cash,15,40690.3,Payment on Statement,,
542413,1844,2016-09-30,Withdrawal,Withdrawal in cash,15,15976.4,Payment on Statement,,
542013,1843,2016-09-30,Withdrawal,Withdrawal in cash,15,27690.9,Payment on Statement,,
1256673,4296,2016-09-30,Withdrawal,Withdrawal in cash,15,41082.3,Payment on Statement,,
1262793,4318,2016-09-30,Withdrawal,Withdrawal in cash,30,44438,Payment on Statement,,
1263526,4321,2016-09-30,Withdrawal,Withdrawal in cash,13361,75333.7,,,
1263635,4321,2016-09-30,Withdrawal,Withdrawal in cash,15,75319.1,Payment on Statement,,
1657582,5622,2016-09-30,Withdrawal,Withdrawal in cash,15,27493.9,Payment on Statement,,
1614982,5483,2016-09-30,Withdrawal,Withdrawal in cash,15,33018.1,Payment on Statement,,
3630036,3011,2016-09-30,Credit,Interest Credit,10,3680.7,Interest Credited,,
3629941,3008,2016-09-30,Credit,Interest Credit,120,28428.8,Interest Credited,,
3632126,3076,2016-09-30,Credit,Interest Credit,87,21524.4,Interest Credited,,
3630805,3035,2016-09-30,Credit,Interest Credit,79,35590.9,Interest Credited,,
3629875,3007,2016-09-30,Credit,Interest Credit,202,49585.8,Interest Credited,,
3629286,2985,2016-09-30,Credit,Interest Credit,102,25584.2,Interest Credited,,
3631317,3050,2016-09-30,Credit,Interest Credit,423,102735.9,Interest Credited,,
3632854,3099,2016-09-30,Credit,Interest Credit,46,23922.4,Interest Credited,,
3631185,3047,2016-09-30,Credit,Interest Credit,74,18134.5,Interest Credited,,
3629560,2991,2016-09-30,Credit,Interest Credit,177,43034.5,Interest Credited,,
3630429,3026,2016-09-30,Credit,Interest Credit,169,37922.8,Interest Credited,,
3632747,3096,2016-09-30,Credit,Interest Credit,131,35684.8,Interest Credited,,
3631754,3064,2016-09-30,Credit,Interest Credit,121,31883.4,Interest Credited,,
3632047,3072,2016-09-30,Credit,Interest Credit,265,64848.9,Interest Credited,,
3631868,3068,2016-09-30,Credit,Interest Credit,34,26898.6,Interest Credited,,
3631937,3069,2016-09-30,Credit,Interest Credit,178,41669.5,Interest Credited,,
3631432,3053,2016-09-30,Credit,Interest Credit,23,18025.5,Interest Credited,,
359707,1222,2016-09-30,Withdrawal,Withdrawal in cash,15,25142.1,Payment on Statement,,
434874,1477,2016-09-30,Withdrawal,Withdrawal in cash,15,18730.3,Payment on Statement,,
434480,1476,2016-09-30,Withdrawal,Withdrawal in cash,15,25708.2,Payment on Statement,,
436005,1481,2016-09-30,Withdrawal,Withdrawal in cash,15,15021.4,Payment on Statement,,
749627,2555,2016-09-30,Withdrawal,Withdrawal in cash,15,54599.5,Payment on Statement,,
745263,2543,2016-09-30,Withdrawal,Withdrawal in cash,15,31254.4,Payment on Statement,,
312184,1065,2016-09-30,Withdrawal,Withdrawal in cash,15,45866.4,Payment on Statement,,
313917,1071,2016-09-30,Withdrawal,Withdrawal in cash,30,77128.4,Payment on Statement,,
315740,1077,2016-09-30,Withdrawal,Withdrawal in cash,15,27916,Payment on Statement,,
1158119,3965,2016-09-30,Withdrawal,Withdrawal in cash,15,30769.1,Payment on Statement,,
1157264,3960,2016-09-30,Withdrawal,Withdrawal in cash,15,21637.9,Payment on Statement,,
829085,2823,2016-09-30,Withdrawal,Withdrawal in cash,15,14698.2,Payment on Statement,,
1122962,3835,2016-09-30,Withdrawal,Withdrawal in cash,15,30442.8,Payment on Statement,,
3636781,3220,2016-09-30,Credit,Interest Credit,63,25374.3,Interest Credited,,
3634818,3157,2016-09-30,Credit,Interest Credit,19,6691.5,Interest Credited,,
3635875,3195,2016-09-30,Credit,Interest Credit,14,5219.7,Interest Credited,,
3636424,3212,2016-09-30,Credit,Interest Credit,68,20551.4,Interest Credited,,
3634666,3152,2016-09-30,Credit,Interest Credit,99,27486,Interest Credited,,
3636488,3213,2016-09-30,Credit,Interest Credit,46,13740.9,Interest Credited,,
3636340,3210,2016-09-30,Credit,Interest Credit,182,44136.3,Interest Credited,,
3634144,3136,2016-09-30,Credit,Interest Credit,75,22604.1,Interest Credited,,
3635137,3168,2016-09-30,Credit,Interest Credit,95,20795.9,Interest Credited,,
3633682,3127,2016-09-30,Credit,Interest Credit,181,34504.6,Interest Credited,,
3633101,3108,2016-09-30,Credit,Interest Credit,64,16284.1,Interest Credited,,
3633964,3133,2016-09-30,Credit,Interest Credit,202,40568.3,Interest Credited,,
3633390,3117,2016-09-30,Credit,Interest Credit,90,18131.9,Interest Credited,,
754467,2574,2016-09-30,Withdrawal,Withdrawal in cash,15,35952.8,Payment on Statement,,
754537,2574,2016-09-30,Withdrawal,Withdrawal in cash,3300,32652.8,,,
790075,2694,2016-09-30,Withdrawal,Withdrawal in cash,15,39284.2,Payment on Statement,,
3663990,4352,2016-09-30,Credit,Interest Credit,243,62395.6,Interest Credited,,
3663011,4134,2016-09-30,Credit,Interest Credit,174,34789.8,Interest Credited,,
3663135,4171,2016-09-30,Credit,Interest Credit,80,46133.6,Interest Credited,,
3661040,3960,2016-09-30,Credit,Interest Credit,89,21652.5,Interest Credited,,
3664158,4377,2016-09-30,Credit,Interest Credit,197,34295.2,Interest Credited,,
3660936,3955,2016-09-30,Credit,Interest Credit,86,22806.5,Interest Credited,,
3663712,4318,2016-09-30,Credit,Interest Credit,191,44468,Interest Credited,,
3662157,3999,2016-09-30,Credit,Interest Credit,189,46123,Interest Credited,,
3661194,3969,2016-09-30,Credit,Interest Credit,137,35034.3,Interest Credited,,
3660470,3939,2016-09-30,Credit,Interest Credit,92,25850.2,Interest Credited,,
3661674,3980,2016-09-30,Credit,Interest Credit,132,28899.7,Interest Credited,,
1136653,3883,2016-09-30,Withdrawal,Withdrawal in cash,15,28216.1,Payment on Statement,,
1273515,4355,2016-09-30,Withdrawal,Withdrawal in cash,15,31223.8,Payment on Statement,,
1271355,4347,2016-09-30,Withdrawal,Withdrawal in cash,15,27972.5,Payment on Statement,,
1272040,4350,2016-09-30,Withdrawal,Withdrawal in cash,15,58728.8,Payment on Statement,,
2465903,8132,2016-09-30,Withdrawal,Withdrawal in cash,30,23964.3,Payment on Statement,,
3585262,1671,2016-09-30,Credit,Interest Credit,114,22523,Interest Credited,,
3584209,1637,2016-09-30,Credit,Interest Credit,86,22106.1,Interest Credited,,
3585460,1675,2016-09-30,Credit,Interest Credit,120,28535.1,Interest Credited,,
3583028,1603,2016-09-30,Credit,Interest Credit,158,35117.9,Interest Credited,,
3582901,1601,2016-09-30,Credit,Interest Credit,86,20808.8,Interest Credited,,
3585972,1688,2016-09-30,Credit,Interest Credit,111,26431.4,Interest Credited,,
3584484,1644,2016-09-30,Credit,Interest Credit,213,40449.6,Interest Credited,,
3583293,1610,2016-09-30,Credit,Interest Credit,190,47139.6,Interest Credited,,
3583496,1617,2016-09-30,Credit,Interest Credit,28,24619.2,Interest Credited,,
3585614,1678,2016-09-30,Credit,Interest Credit,217,47105.1,Interest Credited,,
3583856,1628,2016-09-30,Credit,Interest Credit,75,18606,Interest Credited,,
294934,1006,2016-09-30,Withdrawal,Withdrawal in cash,15,24731.7,Payment on Statement,,
294896,1006,2016-09-30,Withdrawal,Withdrawal in cash,480,24746.3,,,
294264,1005,2016-09-30,Withdrawal,Withdrawal in cash,30,49340.6,Payment on Statement,,
330459,1126,2016-09-30,Withdrawal,Withdrawal in cash,15,27057.2,Payment on Statement,,
330884,1127,2016-09-30,Withdrawal,Withdrawal in cash,15,41785,Payment on Statement,,
682842,2330,2016-09-30,Withdrawal,Withdrawal in cash,15,14784.9,Payment on Statement,,
685902,2342,2016-09-30,Withdrawal,Withdrawal in cash,15,16763.4,Payment on Statement,,
259981,890,2016-09-30,Withdrawal,Withdrawal in cash,15,30404.1,Payment on Statement,,
257092,882,2016-09-30,Withdrawal,Withdrawal in cash,15,37934.8,Payment on Statement,,
259280,887,2016-09-30,Withdrawal,Withdrawal in cash,15,18943.6,Payment on Statement,,
260666,892,2016-09-30,Withdrawal,Withdrawal in cash,15,28790,Payment on Statement,,
1101058,3760,2016-09-30,Withdrawal,Withdrawal in cash,15,78654.4,Payment on Statement,,
1103909,3771,2016-09-30,Withdrawal,Withdrawal in cash,15,81693.3,Payment on Statement,,
763876,2609,2016-09-30,Credit,Credit in cash ,38706,86801.8,,,
764212,2609,2016-09-30,Withdrawal,Withdrawal in cash,29500,57301.8,,,
764141,2609,2016-09-30,Withdrawal,Withdrawal in cash,15,57287.2,Payment on Statement,,
1068872,3651,2016-09-30,Withdrawal,Withdrawal in cash,15,24900.5,Payment on Statement,,
3588718,1775,2016-09-30,Credit,Interest Credit,128,29763.3,Interest Credited,,
3588623,1773,2016-09-30,Credit,Interest Credit,3,21883,Interest Credited,,
3589086,1784,2016-09-30,Credit,Interest Credit,124,31046.1,Interest Credited,,
