order_id,account_id,Bank_to,account_to,amount
32980,2427,Max bank,48815095,2342
32981,2429,Fio bank ,50382167,6786
32982,2429,Moneta Money Bank,91816699,369
32983,2431,Raiffeisen bank,96937953,1243
32984,2431,Max bank,92502820,236
32985,2431,PPF Bank,28942603,2305
32986,2431,Hypotecni bank,63151824,1502
32987,2432,Moneta Money Bank,70597290,2554
32988,2433,Moneta Money Bank,28003591,1757
32989,2434,J&T Bank ,94916831,2927
32990,2435,Max bank,85717063,1633.9
32991,2435,Hypotecni bank,21075344,7904
32992,2437,Czech export bank,10448074,656
32993,2437,Air Bank,65697604,1338
32994,2438,Moneta Money Bank,26398313,5817
32995,2438,Max bank,62592428,705
32996,2439,Bank Creditas,16428494,2096
32997,2440,Air Bank,19144922,6219
32998,2440,Raiffeisen bank,30988913,661
32999,2440,Moneta Money Bank,32329070,1230
33000,2441,Czech export bank,53539413,4719
33001,2441,Bank Creditas,57518833,490
33002,2441,Bank Creditas,13103747,785
33003,2442,Kameron bank,89339786,540
33004,2442,PPF Bank,67963898,1568
33005,2443,Czech export bank,54071068,7034
33006,2444,Czech export bank,60390728,2931.6
33007,2445,Bank Creditas,37553960,4886
33008,2446,Raiffeisen bank,93986022,6372
33009,2447,Hypotecni bank,57538109,6911
33010,2448,UniCredit Bank,56000006,1067
33011,2448,J&T Bank ,6193393,1193
33012,2450,Czech export bank,34500575,1455
33013,2450,Raiffeisen bank,21773249,7915
33014,2451,PPF Bank,55826187,6944
33015,2452,Hypotecni bank,99223190,3244
33016,2453,Max bank,32186746,2190
33017,2455,Czech export bank,28967535,3262
33018,2456,Air Bank,58417534,4187.3
33019,2456,Raiffeisen bank,71291804,9554
33020,2457,Max bank,35646599,3834
33021,2459,Bank Creditas,65574568,1971
33022,2460,UniCredit Bank,22791433,435
33024,2463,Air Bank,79603081,3077
33025,2464,Hypotecni bank,54447740,2592
33026,2464,Bank Creditas,28556400,5555
33027,2464,Raiffeisen bank,74763947,4681
33028,2465,Raiffeisen bank,48546957,454
33029,2465,PPF Bank,23477942,3176
33030,2466,Hypotecni bank,78467875,37
33031,2466,PPF Bank,40924441,3733
33032,2467,PPF Bank,55811417,5332
33033,2468,Fio bank ,32765186,2094
33034,2469,PPF Bank,48410499,2220
33035,2470,J&T Bank ,71474998,4511
33036,2470,Moneta Money Bank,17039579,2105
33037,2470,PPF Bank,7093429,1042
33038,2471,J&T Bank ,40398550,3277
33039,2471,Trinity Bank,20720190,1347
33040,2471,Max bank,61662065,363
33041,2471,Raiffeisen bank,585544,205
33042,2472,J&T Bank ,61095434,4109
33043,2472,Czech export bank,22120690,1233
33044,2473,PPF Bank,16836262,1760
33045,2473,PPF Bank,87259512,236
33046,2474,Fio bank ,31394452,121
33047,2474,Kameron bank,28422999,2251
33048,2475,Czech export bank,27521276,166
33049,2475,Bank Creditas,76343703,804
33050,2475,Kameron bank,198555,3479
33051,2475,Moneta Money Bank,16848689,3829
33052,2476,PPF Bank,23237085,2854
33053,2477,Trinity Bank,3161973,3096
33056,2479,Kameron bank,99287282,3022
33057,2479,Bank Creditas,56431281,765
33058,2479,Raiffeisen bank,86809700,204
33059,2480,Air Bank,46494776,3022
33060,2482,Kameron bank,35457408,7381
33061,2482,Raiffeisen bank,67559063,127
33062,2482,Kameron bank,8125150,85
33063,2482,J&T Bank ,27061575,55
33064,2482,Hypotecni bank,51882064,1721
33065,2483,Raiffeisen bank,97563403,4996
33066,2483,Moneta Money Bank,9561491,4926
33067,2484,Czech export bank,3728384,2343
33068,2484,Czech export bank,83567636,538
33069,2484,Moneta Money Bank,75644820,599
33070,2484,Bank Creditas,72945260,1390
33071,2485,Max bank,69825196,1944
33072,2486,Czech export bank,68277156,2043
33073,2487,Moneta Money Bank,18209791,1828
33074,2487,J&T Bank ,60394644,228
33075,2487,Czech export bank,9106064,842
33076,2487,Czech export bank,85525637,262
33077,2487,Bank Creditas,90879106,1557
33078,2488,Max bank,25563156,2030
33079,2489,Raiffeisen bank,75944941,3854
33080,2490,Bank Creditas,36983788,3526
33081,2490,UniCredit Bank,39699643,649
33082,2491,Bank Creditas,7648384,1
33083,2491,Czech export bank,47771161,3232
33084,2492,Bank Creditas,72453939,3235
33085,2492,Moneta Money Bank,49046558,506
33086,2493,Trinity Bank,91739165,5375
33087,2494,Kameron bank,82410615,693
33088,2494,Kameron bank,22744047,4206
33089,2494,PPF Bank,88460433,2247
33090,2495,UniCredit Bank,76154935,856
33091,2496,Moneta Money Bank,76618009,4982
33092,2496,UniCredit Bank,51870715,2752
33093,2497,PPF Bank,38673484,3970
33094,2497,Bank Creditas,83746605,1871
33095,2498,Kameron bank,17819351,4223
33096,2498,Fio bank ,47083485,1798
33097,2499,Trinity Bank,26827723,112
33098,2499,Bank Creditas,97045737,1933
33099,2499,Trinity Bank,12857330,1858
33100,2501,Air Bank,82897442,524
33101,2501,Fio bank ,42648118,3142
33102,2501,Bank Creditas,57752704,745
33103,2502,Fio bank ,18609726,3885
33104,2503,J&T Bank ,10819483,6279
33105,2504,Raiffeisen bank,41117668,5513
33106,2505,Hypotecni bank,57194352,136
33107,2505,Raiffeisen bank,87996345,1825
33108,2506,Kameron bank,40525519,10076
33109,2507,Bank Creditas,59955376,4556
33110,2508,Moneta Money Bank,89408212,2193
33111,2509,Czech export bank,85724323,7073
33112,2509,Kameron bank,73543202,4377
33113,2509,Czech export bank,83953725,1950
33114,2510,Trinity Bank,59125840,6922
33115,2510,J&T Bank ,54819261,92
33116,2510,Fio bank ,50671142,904
33117,2511,Raiffeisen bank,56617802,2696
33118,2511,Bank Creditas,88212847,3059
33121,2513,Air Bank,17385280,2655
33122,2514,Moneta Money Bank,46998095,4001
33123,2516,Kameron bank,61216103,9721
33124,2517,J&T Bank ,67803686,11769
33126,2519,Czech export bank,87381881,1599
33127,2520,J&T Bank ,39163434,2355
33128,2521,Bank Creditas,64551746,6002
33129,2523,Czech export bank,19635182,1819
33130,2523,Max bank,19039827,82
33131,2523,Raiffeisen bank,57632476,41
33132,2523,Moneta Money Bank,1038826,73
33133,2524,Bank Creditas,64186239,2550
33134,2525,Bank Creditas,21251112,2408
33135,2525,Moneta Money Bank,99278032,2929
33136,2526,Trinity Bank,82399522,3964
33137,2527,Air Bank,75348806,2322.6
33138,2527,J&T Bank ,27758234,5774
33139,2528,Max bank,51561528,2824
33143,2530,Raiffeisen bank,33356398,99
33144,2530,Raiffeisen bank,76112597,4379
33145,2530,Moneta Money Bank,66858243,3698
33146,2531,Raiffeisen bank,74343323,1614
33147,2532,Moneta Money Bank,75780755,12133
33148,2534,J&T Bank ,6917608,2190
33149,2534,UniCredit Bank,32907408,1220
33150,2535,Czech export bank,1460,4273
33151,2535,Fio bank ,20700508,90
33152,2535,Fio bank ,5892384,153
33153,2536,Hypotecni bank,6038499,3136
33154,2537,Max bank,70319515,13540
33155,2538,Trinity Bank,79103833,3689
33156,2539,UniCredit Bank,2063680,1919
33157,2539,UniCredit Bank,22129971,1904
33158,2541,PPF Bank,5857146,1822
33159,2541,Bank Creditas,76871382,2238
33160,2541,Moneta Money Bank,47231644,1897
33161,2542,Max bank,28103435,435
33162,2542,Kameron bank,12512219,2637
33163,2542,Air Bank,40178102,308
33164,2543,Moneta Money Bank,60684478,2145
33165,2544,Bank Creditas,91578411,2920
33166,2544,Moneta Money Bank,94170903,556
33167,2544,Trinity Bank,9338546,33
33168,2544,Air Bank,63550382,5
33169,2545,Kameron bank,584811,2637
33170,2545,Bank Creditas,28254646,671
33171,2545,Moneta Money Bank,74550294,713
33172,2545,Bank Creditas,49701792,8933
33173,2546,Bank Creditas,27307683,4896.5
33174,2546,Air Bank,65769809,2985
33175,2546,Raiffeisen bank,17094719,1152
33176,2546,UniCredit Bank,91997658,480
33177,2547,Raiffeisen bank,21153784,5492
33178,2549,Air Bank,75947034,2085
33179,2550,Kameron bank,94691901,6828
33180,2550,UniCredit Bank,80567723,403
33181,2550,Moneta Money Bank,78013139,67
33182,2550,Bank Creditas,71683752,49
33183,2551,Kameron bank,68646061,2390
33184,2551,Hypotecni bank,58459019,11601
33185,2551,Hypotecni bank,38843870,2818
33186,2552,Moneta Money Bank,17411059,7035
33187,2553,Air Bank,41427993,9687
33188,2554,J&T Bank ,41483783,7607
33189,2555,Fio bank ,57132226,5464
33190,2555,Kameron bank,73481118,2261
33191,2556,Hypotecni bank,2889705,2006
33192,2557,Air Bank,31457412,2806
33193,2558,J&T Bank ,46043479,1982
33194,2559,Kameron bank,54144173,5123
33195,2560,J&T Bank ,63472384,1146
33196,2560,PPF Bank,44398903,4445
33197,2561,J&T Bank ,62003558,7764
33198,2562,Trinity Bank,27375477,2235
33199,2563,Air Bank,67025834,2984
33200,2564,Moneta Money Bank,96319454,8086
33201,2567,Czech export bank,14598107,2574
33202,2568,Raiffeisen bank,34637659,5228
33203,2568,UniCredit Bank,1379150,1086
33204,2568,Czech export bank,99602746,306
33205,2569,Czech export bank,55144518,463
33206,2569,PPF Bank,14173150,1871
33207,2570,Raiffeisen bank,48350596,2051
33208,2572,Bank Creditas,86283236,7500
33209,2574,Bank Creditas,61405271,9546
33210,2575,Bank Creditas,15963220,407
33211,2575,Max bank,83146077,2171
33212,2576,PPF Bank,24689656,8106
33213,2577,Fio bank ,745589,3347
33214,2578,Trinity Bank,27696168,2846
33215,2579,Czech export bank,96343248,2688
33216,2580,Kameron bank,96968262,5016
33217,2580,Raiffeisen bank,10807258,1489
33218,2581,Czech export bank,81132262,4769
33219,2582,Trinity Bank,97059088,1381
33220,2582,Bank Creditas,12887466,1748
33221,2583,Air Bank,60918307,415
33222,2584,Czech export bank,90582960,994
33223,2584,Bank Creditas,98448490,582
33224,2588,UniCredit Bank,69929891,6509
33225,2589,Air Bank,35212731,2236
33226,2589,Kameron bank,55523544,1458
33227,2590,Air Bank,34911799,1300
33228,2590,Raiffeisen bank,50073719,660
33229,2590,UniCredit Bank,76566916,60
33230,2591,Czech export bank,4184359,3301
33231,2592,Raiffeisen bank,8464664,5129
33232,2593,UniCredit Bank,41153532,7300
33233,2594,Moneta Money Bank,34011191,1189
33234,2594,J&T Bank ,21398240,10912
33235,2594,Czech export bank,75519376,506
33236,2595,Bank Creditas,2264398,3481
33237,2596,Trinity Bank,34919470,2285
33238,2597,Air Bank,16589868,1398
33239,2597,UniCredit Bank,7596224,1957
33241,2600,Kameron bank,15214342,4379
33242,2602,Fio bank ,62890523,1332
33243,2602,Hypotecni bank,59156989,4073
33244,2603,Bank Creditas,30168819,3210
33245,2604,Czech export bank,53184521,3965
33246,2605,Hypotecni bank,47577834,4245
33247,2606,Kameron bank,91720389,31
33248,2606,Moneta Money Bank,97712260,2443
33249,2607,PPF Bank,86115359,1433
33250,2607,Moneta Money Bank,82425427,755
33251,2607,Trinity Bank,72089344,882
33252,2607,Max bank,50356459,1570
33253,2608,Czech export bank,78614222,4788
33254,2609,Hypotecni bank,66515242,4881.9
33255,2610,Fio bank ,8855772,1842
33256,2612,Hypotecni bank,2631092,2259.5
33257,2613,Bank Creditas,6268191,941
33258,2613,Moneta Money Bank,49477297,2154
33259,2614,Max bank,83787446,2152
33260,2616,PPF Bank,7358169,8188
33261,2617,Fio bank ,48354953,166
33262,2617,Czech export bank,4205275,1867
33263,2618,Hypotecni bank,72358518,3223
33264,2619,Kameron bank,54822903,5454
33265,2620,Air Bank,32839107,3855
33266,2621,Kameron bank,59638219,2819
33267,2622,Air Bank,32006168,7067
33268,2622,Trinity Bank,66704517,5681
33269,2623,Trinity Bank,52708911,2891
33270,2624,Kameron bank,69800835,10744
33271,2625,J&T Bank ,57670444,1922
33272,2625,Czech export bank,68053567,4978
33275,2627,Raiffeisen bank,30658924,1579
33276,2627,Air Bank,29709238,561
33277,2628,Moneta Money Bank,64364433,3090
33278,2631,J&T Bank ,16949427,2125
33279,2632,Trinity Bank,40250009,2042
33280,2632,PPF Bank,73459928,41
33281,2632,PPF Bank,36942219,2300
33282,2636,Raiffeisen bank,24701452,3254
33283,2637,PPF Bank,16977686,5194
33284,2638,PPF Bank,93051498,1018
33285,2638,Kameron bank,13954824,728
33286,2638,Max bank,68702125,4538
33287,2639,UniCredit Bank,93859052,8633
33288,2640,Bank Creditas,20136499,8872
33289,2641,Hypotecni bank,13973546,5126
33290,2642,PPF Bank,2104819,792
33291,2642,PPF Bank,37776649,571
33292,2642,Trinity Bank,64703529,2536
33295,2644,J&T Bank ,72787970,2563
33296,2644,PPF Bank,61139798,124
33297,2645,PPF Bank,14088654,389
33298,2645,Czech export bank,46016168,631
33299,2645,Hypotecni bank,18570590,5457
33300,2645,Bank Creditas,91531282,1010
33301,2645,Czech export bank,4627538,725
33302,2646,Trinity Bank,53211688,3005.8
33303,2646,UniCredit Bank,34138214,6232
33304,2646,Czech export bank,72267347,528
33305,2646,Fio bank ,99920969,300
33306,2647,Air Bank,4161513,5303
33307,2649,Moneta Money Bank,28252244,5799
33308,2649,Fio bank ,38579416,320
33309,2649,Bank Creditas,86506151,177
33310,2649,Kameron bank,33442980,655
33311,2650,Kameron bank,6979340,4563
33312,2651,Air Bank,2372819,3592.9
33313,2651,PPF Bank,13021684,10862
33314,2652,J&T Bank ,2992314,1735
33315,2652,Fio bank ,98601030,6351
33316,2653,Air Bank,49173659,6280
33317,2653,J&T Bank ,82124638,2310
33318,2654,UniCredit Bank,88949298,3861
33319,2655,Hypotecni bank,94447552,2216
33320,2655,Fio bank ,637197,2900
33321,2655,Hypotecni bank,4603857,89
33322,2655,Raiffeisen bank,9168452,1339
33323,2656,Czech export bank,41066408,409
33324,2656,Czech export bank,42664700,1718
33325,2657,Fio bank ,74292081,2174
33326,2658,Hypotecni bank,70099252,486
33327,2658,UniCredit Bank,3748625,1367
33328,2658,J&T Bank ,91022419,417
33331,2661,Moneta Money Bank,84294449,4764
33332,2662,Czech export bank,1110756,3625
33333,2663,Raiffeisen bank,81498741,3877
33334,2664,Max bank,60040694,3453
33335,2664,Fio bank ,12188804,475
33336,2666,Max bank,53003144,647
33337,2666,Trinity Bank,41393333,1287
33338,2667,Bank Creditas,2693307,2180
33339,2668,Air Bank,53599059,9884
33344,2670,Kameron bank,38848883,3978
33345,2670,J&T Bank ,70427286,4754
33346,2671,Fio bank ,40581232,1984
33347,2672,Czech export bank,87283455,2111
33348,2672,PPF Bank,41447466,211
33349,2673,Fio bank ,44548678,1759
33350,2673,UniCredit Bank,7310396,4111
33351,2676,Czech export bank,32712727,1510
33352,2676,PPF Bank,56445985,1339
33353,2676,Bank Creditas,71575033,2348
33354,2677,Fio bank ,72427195,3926
33355,2677,Raiffeisen bank,17019027,641
33356,2677,Air Bank,61867588,1599
33357,2677,Air Bank,80062365,158
33358,2678,Trinity Bank,97883551,3793
33359,2679,Kameron bank,25353056,3842
33360,2681,Bank Creditas,19728160,4662
33361,2681,PPF Bank,27633780,1560
33370,2685,J&T Bank ,35602325,2576
33371,2686,Czech export bank,79690658,1996
33372,2687,Trinity Bank,74690037,3830
33373,2688,Air Bank,18395823,2802
33374,2689,Air Bank,50778090,2727
33375,2689,Max bank,36906784,2121
33376,2690,Air Bank,55287820,2017
33377,2691,Czech export bank,20484054,1370
33378,2692,Moneta Money Bank,59398072,3386
33379,2693,PPF Bank,79708873,5852
33380,2694,Bank Creditas,95437645,3532
33381,2694,Moneta Money Bank,45261365,7636
33382,2695,Bank Creditas,45832115,3923
33383,2696,Czech export bank,90366512,3115
33384,2697,Moneta Money Bank,87258666,378
33385,2697,Moneta Money Bank,34090870,3142
33386,2697,Trinity Bank,3080630,629
33387,2699,Kameron bank,41725951,4816
33388,2699,PPF Bank,10817695,3743
33389,2699,J&T Bank ,32435608,662
33390,2700,Moneta Money Bank,2221990,5221
33391,2700,Air Bank,95353859,6129
33392,2700,Fio bank ,52413690,1123
33393,2700,Czech export bank,33791315,2323
33394,2701,UniCredit Bank,46385306,489
33395,2701,UniCredit Bank,24402356,5761
33396,2702,Hypotecni bank,31848305,3537
33397,2702,Hypotecni bank,90875982,29
33398,2703,Kameron bank,7336545,2082
33401,2705,Air Bank,50098043,2608.2
33402,2705,Moneta Money Bank,33252960,10723
33403,2707,Fio bank ,17847508,3032
33404,2707,Moneta Money Bank,63447183,2546
33405,2709,J&T Bank ,63955408,1969
33406,2709,Max bank,79388266,39
33407,2709,Raiffeisen bank,95859038,16
33408,2711,UniCredit Bank,40865373,7300
33409,2711,Bank Creditas,19293779,871
33410,2712,Trinity Bank,14783954,2976
33411,2713,Max bank,34315210,3387
33412,2715,Hypotecni bank,67997187,1707
33413,2715,J&T Bank ,56625884,216
33414,2715,Raiffeisen bank,7159662,296
33415,2716,Fio bank ,36398339,989
33416,2716,Max bank,78199630,7456
33417,2717,UniCredit Bank,72128897,2271
33418,2719,Kameron bank,84430861,2889
33419,2720,Bank Creditas,27251911,2608.2
33420,2720,Air Bank,96241729,6206
33421,2720,Kameron bank,33301061,4719
33422,2721,Fio bank ,69068598,1544
33423,2721,Fio bank ,48024463,2200
33424,2721,UniCredit Bank,20500302,179
33425,2721,Bank Creditas,69458347,73
33426,2722,Raiffeisen bank,4174536,1671
33427,2723,Raiffeisen bank,3428757,5546
33428,2724,Bank Creditas,4672384,6399
33429,2725,J&T Bank ,59237199,3197
33430,2725,Hypotecni bank,80807143,66
33431,2725,PPF Bank,64775931,461
33432,2725,Hypotecni bank,31665891,1934
33433,2726,Trinity Bank,2342153,5297
33434,2728,Czech export bank,99268948,2607
33435,2728,Trinity Bank,96346175,11222
33436,2729,Kameron bank,18292260,8733
33437,2730,Air Bank,36823308,2284
33438,2731,J&T Bank ,94928621,5044
33439,2732,Bank Creditas,11633754,1564.9
33440,2733,Fio bank ,12963968,780
33441,2733,Trinity Bank,39144194,1545
33442,2734,Air Bank,90248888,883
33443,2734,Max bank,86357444,3310
33444,2734,Max bank,25696611,1293
33447,2736,Bank Creditas,28956604,4604
33448,2737,Hypotecni bank,2289492,4456
33449,2738,J&T Bank ,1114500,7762
33450,2738,Air Bank,48380392,1152
33451,2739,Hypotecni bank,92235922,414
33452,2739,Kameron bank,56375890,4173
33453,2742,Raiffeisen bank,76674633,128
33454,2742,Bank Creditas,59019696,4878
33455,2743,Bank Creditas,1417857,3330
33456,2743,Moneta Money Bank,18241173,2811
33457,2743,Fio bank ,20341313,1870
33458,2744,Bank Creditas,49756062,14384
33459,2745,Kameron bank,76602530,1076
33460,2745,Max bank,59444808,3461
33461,2745,Raiffeisen bank,40470147,1465
33462,2745,Moneta Money Bank,33104568,3525
33463,2746,Fio bank ,11944139,2404
33464,2747,PPF Bank,7507563,3826
33466,2749,Fio bank ,23250580,14520
33467,2750,Max bank,35031116,1750
33468,2750,Air Bank,25649327,2229
33469,2751,UniCredit Bank,89055364,826
33470,2751,Hypotecni bank,57857632,2957
33471,2753,Moneta Money Bank,41750717,2768
33472,2753,UniCredit Bank,97449540,6869
33473,2754,Hypotecni bank,6736475,6985.3
33474,2754,UniCredit Bank,10118246,2882
33475,2754,Fio bank ,77635740,226
33476,2755,UniCredit Bank,81284296,504
33477,2755,Kameron bank,13263649,3263
33478,2756,Air Bank,94753807,8702
33479,2757,Fio bank ,31494546,2077
33480,2758,Fio bank ,46158099,4692
33481,2759,UniCredit Bank,6377709,12692
33482,2760,Czech export bank,87346362,5369
33483,2760,PPF Bank,9268027,4476
33484,2761,PPF Bank,99762063,6238
33485,2762,Trinity Bank,73534762,4641
33486,2762,Max bank,85078340,6892
33487,2762,J&T Bank ,75502043,733
33488,2763,UniCredit Bank,62060552,4191.2
33489,2763,Kameron bank,90810441,9480
33490,2764,Bank Creditas,22728401,1024
33491,2764,Bank Creditas,93326770,2382
33492,2765,J&T Bank ,33376592,5254
33493,2766,Fio bank ,91327929,3498
33494,2767,Max bank,37215685,4664
33495,2767,Czech export bank,32782268,1333
33496,2767,Moneta Money Bank,97537642,1275
33497,2768,UniCredit Bank,62968182,2155
33501,2770,Air Bank,10137910,494
33502,2770,Czech export bank,52641576,1582
33503,2770,Moneta Money Bank,41737938,494
33504,2771,PPF Bank,67174297,7288
33505,2771,PPF Bank,73423743,1479
33506,2772,Bank Creditas,65062320,7594
33507,2773,Hypotecni bank,54261672,3354
33508,2773,Max bank,95782577,154
33509,2773,Hypotecni bank,5557954,36
33510,2773,PPF Bank,16981333,59
33511,2774,Hypotecni bank,60773050,3628
33512,2775,Trinity Bank,66799968,3455.5
33513,2775,Kameron bank,56198441,8691
33514,2776,Fio bank ,40267509,1647
33515,2778,Czech export bank,72472995,192
33516,2778,Air Bank,18643141,5821
33517,2779,Max bank,95626550,8262
33518,2779,Fio bank ,69750815,34
33519,2779,Air Bank,93445163,10
33520,2779,Bank Creditas,87464,5
33521,2782,PPF Bank,16703307,2602.8
33522,2784,UniCredit Bank,51967656,3307
33526,2787,Fio bank ,19312352,8356
33527,2788,Czech export bank,74001586,3803
33528,2789,Hypotecni bank,94019633,2965
33529,2789,Air Bank,53360038,229
33530,2789,Hypotecni bank,51038181,762
33531,2790,Hypotecni bank,30340635,8862
33532,2791,Moneta Money Bank,13939756,3215
33533,2792,Fio bank ,24712276,2327
33534,2793,Trinity Bank,41871547,2301
33535,2795,Kameron bank,62608569,1722
33536,2795,Trinity Bank,22198647,6366
33537,2795,Hypotecni bank,57666754,1869
33538,2796,Bank Creditas,33603441,3381
33539,2796,UniCredit Bank,37211978,5291
33540,2798,Hypotecni bank,61733460,6094
33541,2799,Moneta Money Bank,12735343,1043
33542,2799,Hypotecni bank,8040637,4870
33543,2799,J&T Bank ,2489036,2493
33544,2800,Czech export bank,95347153,8740
33545,2801,Czech export bank,87508368,3524
33546,2802,Bank Creditas,44960343,2412
33547,2803,Raiffeisen bank,18263268,1904
33548,2805,PPF Bank,21232450,2017
33549,2806,UniCredit Bank,74175697,5068
33550,2809,Czech export bank,88213985,1764
33551,2809,Bank Creditas,59529948,6339
33552,2810,Bank Creditas,38680678,392
33553,2810,Hypotecni bank,72857814,5828
33554,2810,Hypotecni bank,18647271,977
33555,2810,PPF Bank,18043649,411
33556,2811,Trinity Bank,28944403,1980.9
33557,2811,Hypotecni bank,92551469,14584
33558,2812,UniCredit Bank,76939731,8211
33559,2813,Czech export bank,75464439,798
33560,2813,Moneta Money Bank,57591462,4789
33561,2813,Kameron bank,7243586,227
33562,2813,Czech export bank,607473,957
33563,2814,Fio bank ,14418357,2627
33567,2816,PPF Bank,98916184,3933
33568,2816,Raiffeisen bank,33418482,644
33569,2818,Raiffeisen bank,61242389,1194
33570,2818,Czech export bank,17903107,8947
33571,2819,Kameron bank,7996678,8713
33572,2819,Czech export bank,41235882,748
33573,2820,Hypotecni bank,69806456,1645
33574,2820,Raiffeisen bank,91463666,1322
33575,2821,Trinity Bank,85205876,3933
33576,2821,Air Bank,58186644,2122
33580,2823,Moneta Money Bank,22294932,2210
33581,2824,Trinity Bank,94259202,7289
33582,2824,Air Bank,96265625,841
33583,2825,Czech export bank,31306642,5284
33584,2826,Trinity Bank,23213660,5240
33585,2827,Max bank,61289268,1756
33591,2830,Kameron bank,33658105,6981
33592,2830,J&T Bank ,94782387,2150
33593,2831,UniCredit Bank,83744406,3586
33594,2831,PPF Bank,53561782,793
33595,2831,PPF Bank,29570031,363
33596,2831,Moneta Money Bank,48501449,414
33597,2832,Hypotecni bank,70201998,2122
33598,2833,J&T Bank ,87006002,2970
33599,2834,Czech export bank,24967217,2515
33600,2834,Moneta Money Bank,82648515,1907
33601,2834,UniCredit Bank,78759455,431
33602,2834,Hypotecni bank,58814722,2726
33603,2836,J&T Bank ,56261038,9472
33604,2838,Raiffeisen bank,44696366,2802
33605,2838,Air Bank,46153497,1948
33606,2838,PPF Bank,42194247,1370
33607,2839,J&T Bank ,85834467,3157
33608,2839,Raiffeisen bank,46831309,4885
33609,2839,UniCredit Bank,26345074,369
33610,2839,J&T Bank ,79972260,166
33611,2840,Fio bank ,79565185,3557
33612,2840,Trinity Bank,9861410,11282
33613,2841,Kameron bank,5304688,3536
33614,2842,UniCredit Bank,19413084,358
33615,2842,Max bank,64184588,930
33616,2842,Kameron bank,97435020,862
33617,2843,Raiffeisen bank,70247077,7746
33618,2845,Trinity Bank,94221847,6559
33619,2846,Moneta Money Bank,17155772,2457
33620,2847,Fio bank ,9167498,5185
33625,2849,Max bank,46355319,2704
33626,2850,Fio bank ,60242688,2038
33627,2853,Max bank,25895470,2472
33628,2854,Max bank,42156320,4186
33629,2855,Bank Creditas,19678038,1589
33630,2856,Air Bank,3529602,6599
33631,2857,Hypotecni bank,60526561,6317
33632,2858,Max bank,57180392,5333
33633,2858,Air Bank,67071980,786
33634,2858,Air Bank,6062734,500
33635,2861,Moneta Money Bank,70139986,2613
33636,2862,Kameron bank,80541097,1371
33637,2862,J&T Bank ,24443286,5728
33638,2863,Air Bank,43436944,945
33639,2863,Fio bank ,88193910,5223
33640,2864,Moneta Money Bank,51518619,890
33641,2864,Raiffeisen bank,14610875,413
33642,2864,Hypotecni bank,47772210,6308
33643,2865,Fio bank ,75203019,3482
33644,2865,Czech export bank,5581480,8
33645,2865,Bank Creditas,96803217,2
33646,2865,Czech export bank,25167072,1
33647,2866,Trinity Bank,53555941,5711
33648,2867,Trinity Bank,91818844,7523
33649,2868,PPF Bank,78688722,3306
33650,2869,Max bank,37169212,2562
33651,2870,Hypotecni bank,9366387,5851
33652,2871,Bank Creditas,62647694,3829
33653,2872,J&T Bank ,99307715,4040
33654,2872,Bank Creditas,89302223,4059
33655,2872,Trinity Bank,76374816,4472
33656,2873,Hypotecni bank,11313259,3615
33657,2873,Trinity Bank,63152539,2925
33658,2873,Trinity Bank,4028761,761
33659,2873,Czech export bank,80315440,693
33660,2874,Trinity Bank,91025083,2066
33661,2876,PPF Bank,30939269,5231
33662,2877,Czech export bank,94405835,5305
33663,2878,PPF Bank,92538761,3192
33664,2879,Hypotecni bank,51897668,7193
33665,2880,Kameron bank,74414473,7501
33666,2881,Air Bank,90429490,4639
33667,2882,UniCredit Bank,48702168,4441
33668,2882,Hypotecni bank,76007932,8002
33669,2883,PPF Bank,75625574,2497
33670,2884,Max bank,41624492,3854
33671,2885,PPF Bank,81014710,7905
33672,2886,Bank Creditas,55240148,3472
33673,2887,Raiffeisen bank,73852997,5645
33674,2888,J&T Bank ,40461963,305
33675,2888,UniCredit Bank,60675382,2087
33676,2889,Max bank,95314317,3292
33677,2889,Czech export bank,81463575,5038
33678,2890,Kameron bank,53374159,2661
33679,2890,Bank Creditas,74552196,2992
33680,2891,Fio bank ,1952332,4614
33681,2891,Bank Creditas,74825072,4928
33682,2891,Kameron bank,25900477,1756
33683,2893,Fio bank ,48678463,1503
33684,2893,Moneta Money Bank,98864054,751
33685,2894,J&T Bank ,24206251,3735.8
33686,2895,J&T Bank ,10887700,5598
33687,2896,Czech export bank,14075744,1852
33688,2896,Hypotecni bank,62635773,295
33689,2897,Max bank,27572107,5751
33690,2898,J&T Bank ,96764617,6655
33691,2899,Moneta Money Bank,887281,7503
33692,2901,UniCredit Bank,42160421,4936
33693,2902,Fio bank ,5844581,825
33694,2902,Bank Creditas,44056862,5465
33695,2903,Kameron bank,77294861,7826
33696,2906,PPF Bank,29248845,2454
33697,2906,Fio bank ,22673285,6863
33698,2906,Trinity Bank,13827365,341
33699,2907,Raiffeisen bank,17701733,3983
33700,2908,Air Bank,40506255,3207
33701,2909,Raiffeisen bank,14482391,7036
33702,2910,Max bank,32031208,7291.3
33703,2910,Max bank,77491187,6778
33704,2910,Czech export bank,4570603,7656
33705,2911,Air Bank,52539229,617
33706,2911,J&T Bank ,6411171,4389
33707,2911,Max bank,28014308,2572
33708,2911,Raiffeisen bank,26874399,1051
33709,2912,Moneta Money Bank,80799913,6336
33710,2913,Czech export bank,76905709,499
33711,2913,Moneta Money Bank,18112695,2481
33712,2914,Hypotecni bank,71556800,1822
